date,adj_close
2015-03-18,99.763809
2015-03-19,99.407646
2015-03-20,100.238701
2015-03-23,100.06517
2015-03-24,99.535492
2015-03-25,97.983047
2015-03-26,97.79034399999999
2015-03-27,98.05641899999999
2015-03-30,99.30426
2015-03-31,98.405098
2015-04-01,98.22159599999999
2015-04-02,98.533539
2015-04-06,99.212517
2015-04-07,98.88217900000001
2015-04-08,99.30426
2015-04-09,99.652939
2015-04-10,100.12087199999999
2015-04-13,99.726326
2015-04-14,99.873138
2015-04-15,100.377785
2015-04-16,100.33189399999999
2015-04-17,99.166634
2015-04-20,99.97406
2015-04-21,99.946556
2015-04-22,100.368599
2015-04-23,100.68058
2015-04-24,100.790665
2015-04-27,100.26769300000001
2015-04-28,100.53376
2015-04-29,100.09335300000001
2015-04-30,99.01065799999999
2015-05-01,99.91900600000001
2015-05-04,100.26769300000001
2015-05-05,99.07489
2015-05-06,98.79962900000001
2015-05-07,99.175804
2015-05-08,100.423653
2015-05-11,100.001595
2015-05-12,99.707977
2015-05-13,99.763039
2015-05-14,100.753952
2015-05-15,100.873245
2015-05-18,101.24942800000001
2015-05-19,101.203575
2015-05-20,101.13932
2015-05-21,101.39624
2015-05-22,101.203575
2015-05-26,100.148392
2015-05-27,101.065933
2015-05-28,100.97416700000001
2015-05-29,100.295174
2015-06-01,100.542938
2015-06-02,100.469513
2015-06-03,100.81819200000001
2015-06-04,100.010765
2015-06-05,99.9282
2015-06-08,99.313446
2015-06-09,99.23086500000001
2015-06-10,100.442009
2015-06-11,100.726425
2015-06-12,100.065804
2015-06-15,99.60704
2015-06-16,100.157555
2015-06-17,100.32270799999999
2015-06-18,101.313652
2015-06-19,100.873245
2015-06-22,101.487976
2015-06-23,101.58890500000001
2015-06-24,100.81819200000001
2015-06-25,100.506241
2015-06-26,100.449104
2015-06-29,98.34816
2015-06-30,98.615364
2015-07-01,99.260406
2015-07-02,99.131401
2015-07-06,98.87339
2015-07-07,99.417061
2015-07-08,97.758415
2015-07-09,97.961128
2015-07-10,99.14981800000001
2015-07-13,100.274025
2015-07-14,100.72551700000001
2015-07-15,100.596535
2015-07-16,101.296852
2015-07-17,101.324486
2015-07-20,101.333694
2015-07-21,100.891403
2015-07-22,100.743965
2015-07-23,100.16342900000001
2015-07-24,99.112984
2015-07-27,98.458733
2015-07-28,99.629005
2015-07-29,100.31088299999999
2015-07-30,100.39380600000001
2015-07-31,100.292458
2015-08-03,99.933075
2015-08-04,99.76722
2015-08-05,100.098938
2015-08-06,99.278824
2015-08-07,98.993202
2015-08-10,100.227951
2015-08-11,99.32489
2015-08-12,99.426285
2015-08-13,99.288055
2015-08-14,99.665863
2015-08-17,100.301666
2015-08-18,100.043648
2015-08-19,99.14981800000001
2015-08-20,96.993607
2015-08-21,94.201553
2015-08-24,90.41433
2015-08-25,89.336189
2015-08-26,92.579773
2015-08-27,94.818939
2015-08-28,94.892662
2015-08-31,94.183128
2015-09-01,91.41870899999999
2015-09-02,93.141869
2015-09-03,93.252441
2015-09-04,91.925545
2015-09-08,94.24762
2015-09-09,92.957565
2015-09-10,93.436745
2015-09-11,93.860603
2015-09-14,93.501251
2015-09-15,94.68073299999999
2015-09-16,95.482391
2015-09-17,95.353401
2015-09-18,93.842178
2015-09-21,94.219971
2015-09-22,92.957565
2015-09-23,92.77325400000001
2015-09-24,92.441551
2015-09-25,92.254471
2015-09-28,89.781639
2015-09-29,89.7631
2015-09-30,91.43019100000001
2015-10-01,91.615425
2015-10-02,92.949097
2015-10-05,94.662476
2015-10-06,94.356842
2015-10-07,95.208916
2015-10-08,96.033203
2015-10-09,96.16285699999999
2015-10-12,96.181374
2015-10-13,95.477486
2015-10-14,94.986618
2015-10-15,96.42218000000001
2015-10-16,96.792633
2015-10-19,96.90377
2015-10-20,96.792633
2015-10-21,96.033203
2015-10-22,97.440933
2015-10-23,98.459717
2015-10-26,98.228172
2015-10-27,97.904022
2015-10-28,99.191383
2015-10-29,99.043205
2015-10-30,98.663475
2015-11-02,99.960091
2015-11-03,100.21015899999999
2015-11-04,99.969353
2015-11-05,99.858223
2015-11-06,99.876724
2015-11-09,98.876488
2015-11-10,99.09877
2015-11-11,98.67274499999999
2015-11-12,97.20015
2015-11-13,96.172119
2015-11-16,97.57060200000001
2015-11-17,97.450218
2015-11-18,99.00614200000001
2015-11-19,98.876488
2015-11-20,99.302521
2015-11-23,99.200653
2015-11-24,99.459969
2015-11-25,99.534058
2015-11-27,99.68225100000001
2015-11-30,99.25621
2015-12-01,100.19162800000001
2015-12-02,99.14505799999999
2015-12-03,97.663223
2015-12-04,99.459969
2015-12-07,98.681999
2015-12-08,98.089249
2015-12-09,97.246445
2015-12-10,97.53355400000001
2015-12-11,95.61640899999999
2015-12-14,95.959091
2015-12-15,96.98712900000001
2015-12-16,98.394875
2015-12-17,96.950073
2015-12-18,95.301521
2015-12-21,96.058777
2015-12-22,96.925011
2015-12-23,98.135887
2015-12-24,98.01479300000001
2015-12-28,97.80056
2015-12-29,98.843773
2015-12-30,98.098618
2015-12-31,97.148552
2016-01-04,95.695526
2016-01-05,95.90974399999999
2016-01-06,94.624382
2016-01-07,92.30510699999999
2016-01-08,91.252571
2016-01-11,91.196709
2016-01-12,91.82077
2016-01-13,89.45491
2016-01-14,90.824112
2016-01-15,88.91469599999999
2016-01-19,88.821541
2016-01-20,87.945992
2016-01-21,88.290627
2016-01-22,90.172127
2016-01-25,88.691132
2016-01-26,90.041718
2016-01-27,89.017136
2016-01-28,89.371063
2016-01-29,91.587914
2016-02-01,91.606522
2016-02-02,89.836792
2016-02-03,90.37702900000001
2016-02-04,90.591255
2016-02-05,88.728394
2016-02-08,87.349861
2016-02-09,87.238098
2016-02-10,87.293999
2016-02-11,86.213531
2016-02-12,87.89009899999999
2016-02-16,89.49218
2016-02-17,90.973167
2016-02-18,90.609886
2016-02-19,90.628517
2016-02-22,91.951172
2016-02-23,90.84275799999999
2016-02-24,91.308456
2016-02-25,92.38893900000001
2016-02-26,92.31440699999999
2016-02-29,91.578583
2016-03-01,93.75814799999999
2016-03-02,94.27975500000001
2016-03-03,94.74544499999999
2016-03-04,95.071465
2016-03-07,95.267075
2016-03-08,94.084137
2016-03-09,94.540543
2016-03-10,94.512596
2016-03-11,96.11466999999999
2016-03-14,96.002884
2016-03-15,95.67536899999999
2016-03-16,96.27426899999999
2016-03-17,97.01355
2016-03-18,97.444
2016-03-21,97.537605
2016-03-22,97.509491
2016-03-23,96.71408100000001
2016-03-24,96.68602
2016-03-28,96.751549
2016-03-29,97.827698
2016-03-30,98.202003
2016-03-31,98.089706
2016-04-01,98.707336
2016-04-04,98.29559300000001
2016-04-05,97.341087
2016-04-06,98.40786700000001
2016-04-07,97.22879
2016-04-08,97.509491
2016-04-11,97.238129
2016-04-12,98.183289
2016-04-13,99.334305
2016-04-14,99.296875
2016-04-15,99.250076
2016-04-18,99.91449
2016-04-19,100.19524399999999
2016-04-20,100.298187
2016-04-21,99.802216
2016-04-22,99.942596
2016-04-25,99.699272
2016-04-26,99.97065699999999
2016-04-27,100.213959
2016-04-28,99.31558199999999
2016-04-29,98.73539
2016-05-02,99.50277700000001
2016-05-03,98.501465
2016-05-04,97.921265
2016-05-05,97.88383499999999
2016-05-06,98.23943299999999
2016-05-09,98.34236899999999
2016-05-10,99.5121
2016-05-11,98.60440799999999
2016-05-12,98.566963
2016-05-13,97.715393
2016-05-16,98.688614
2016-05-17,97.79962900000001
2016-05-18,97.790276
2016-05-19,97.406586
2016-05-20,98.15522
2016-05-23,98.033562
2016-05-24,99.343674
2016-05-25,100.064217
2016-05-26,100.045525
2016-05-27,100.494698
2016-05-31,100.44792199999999
2016-06-01,100.71927600000001
2016-06-02,101.056168
2016-06-03,100.775429
2016-06-06,101.299461
2016-06-07,101.495995
2016-06-08,101.851585
2016-06-09,101.645737
2016-06-10,100.597633
2016-06-13,99.764778
2016-06-14,99.585251
2016-06-15,99.481865
2016-06-16,99.773232
2016-06-17,99.444275
2016-06-20,100.121025
2016-06-21,100.33719599999999
2016-06-22,100.11161
2016-06-23,101.493317
2016-06-24,97.799408
2016-06-27,95.85374499999999
2016-06-28,97.611397
2016-06-29,99.359657
2016-06-30,100.722565
2016-07-01,100.91996
2016-07-05,100.168022
2016-07-06,100.778961
2016-07-07,100.731949
2016-07-08,102.301636
2016-07-11,102.724609
2016-07-12,103.579971
2016-07-13,103.523552
2016-07-14,104.02170600000001
2016-07-15,103.908928
2016-07-18,104.20031
2016-07-19,103.993523
2016-07-20,104.548073
2016-07-21,104.134499
2016-07-22,104.63265200000001
2016-07-25,104.360069
2016-07-26,104.47287
2016-07-27,104.35067
2016-07-28,104.482285
2016-07-29,104.726662
2016-08-01,104.585655
2016-08-02,103.79613499999999
2016-08-03,104.181503
2016-08-04,104.303703
2016-08-05,105.168419
2016-08-08,105.102623
2016-08-09,105.19661699999999
2016-08-10,104.886429
2016-08-11,105.41278799999999
2016-08-12,105.309402
2016-08-15,105.694771
2016-08-16,105.093216
2016-08-17,105.22481499999999
2016-08-18,105.55378
2016-08-19,105.40340400000001
2016-08-22,105.43161
2016-08-23,105.71356999999999
2016-08-24,105.121422
2016-08-25,105.05563400000001
2016-08-26,104.83944699999999
2016-08-29,105.41278799999999
2016-08-30,105.243629
2016-08-31,104.94283300000001
2016-09-01,104.99923700000001
2016-09-02,105.53498799999998
2016-09-06,105.83577700000001
2016-09-07,105.97676100000001
2016-09-08,105.704178
2016-09-09,103.072395
2016-09-12,104.510475
2016-09-13,102.87554899999999
2016-09-14,102.884987
2016-09-15,103.942841
2016-09-16,103.527245
2016-09-19,103.678375
2016-09-20,103.631165
2016-09-21,104.82122
2016-09-22,105.586258
2016-09-23,104.98178100000001
2016-09-26,104.15061999999999
2016-09-27,104.745674
2016-09-28,105.35958899999999
2016-09-29,104.330078
2016-09-30,105.151794
2016-10-03,104.830658
2016-10-04,104.358406
2016-10-05,104.764549
2016-10-06,104.802322
2016-10-07,104.405624
2016-10-10,104.972343
2016-10-11,103.574478
2016-10-12,103.69725799999999
2016-10-13,103.328911
2016-10-14,103.30056
2016-10-17,103.007767
2016-10-18,103.61224399999999
2016-10-19,103.942841
2016-10-20,103.744476
2016-10-21,103.706711
2016-10-24,104.226166
2016-10-25,103.78228
2016-10-26,103.470566
2016-10-27,103.12110899999999
2016-10-28,102.781075
2016-10-31,102.84719100000001
2016-11-01,102.082146
2016-11-02,101.373787
2016-11-03,100.92987099999999
2016-11-04,100.863731
2016-11-07,103.092766
2016-11-08,103.536697
2016-11-09,104.82122
2016-11-10,105.18958300000001
2016-11-11,105.22734799999999
2016-11-14,105.50126599999999
2016-11-15,106.322975
2016-11-16,106.17186699999999
2016-11-17,106.710228
2016-11-18,106.51187900000001
2016-11-21,107.31471299999998
2016-11-22,107.62638899999999
2016-11-23,107.777519
2016-11-25,108.1931
2016-11-28,107.569717
2016-11-29,107.720848
2016-11-30,107.46583600000001
2016-12-01,107.021919
2016-12-02,107.021919
2016-12-05,107.768074
2016-12-06,108.31588
2016-12-07,109.65708899999998
2016-12-08,110.05378
2016-12-09,110.648827
2016-12-12,110.36546299999999
2016-12-13,111.00772099999999
2016-12-14,110.006546
2016-12-15,110.459892
2016-12-16,110.28988600000001
2016-12-19,110.601593
2016-12-20,111.073944
2016-12-21,110.76031499999999
2016-12-22,110.47518899999999
2016-12-23,110.64623999999999
2016-12-27,110.92186699999999
2016-12-28,109.99999199999999
2016-12-29,110.009476
2016-12-30,109.600807
2017-01-03,110.437164
2017-01-04,111.283028
2017-01-05,111.06443
2017-01-06,111.41608400000001
2017-01-09,110.988403
2017-01-10,111.073944
2017-01-11,111.425606
2017-01-12,111.13096599999999
2017-01-13,111.406586
2017-01-17,110.912369
2017-01-18,111.168976
2017-01-19,110.73178100000001
2017-01-20,111.111954
2017-01-23,110.81732199999999
2017-01-24,111.682198
2017-01-25,112.642105
2017-01-26,112.48053700000001
2017-01-27,112.29996499999999
2017-01-30,111.53964199999999
2017-01-31,111.634674
2017-02-01,111.625175
2017-02-02,111.701202
2017-02-03,112.54706599999999
2017-02-06,112.280952
2017-02-07,112.271454
2017-02-08,112.39501200000001
2017-02-09,113.13633
2017-02-10,113.611526
2017-02-13,114.18176299999999
2017-02-14,114.59993700000001
2017-02-15,115.22721100000001
2017-02-16,115.122681
2017-02-17,115.29373899999999
2017-02-21,115.978027
2017-02-22,115.825974
2017-02-23,115.740425
2017-02-24,115.93051899999999
2017-02-27,116.187126
2017-02-28,115.759445
2017-03-01,117.31813000000001
2017-03-02,116.567291
2017-03-03,116.66233100000001
2017-03-06,116.206123
2017-03-07,115.835472
2017-03-08,115.51233700000002
2017-03-09,115.569351
2017-03-10,115.987541
2017-03-13,116.07305900000001
2017-03-14,115.6549
2017-03-15,116.70034799999999
2017-03-16,116.55779299999999
2017-03-17,116.491249
2017-03-20,116.21563700000002
2017-03-21,114.59043899999999
2017-03-22,114.742508
2017-03-23,114.704498
2017-03-24,114.715958
2017-03-27,114.582298
2017-03-28,115.384224
2017-03-29,115.59426100000002
2017-03-30,116.02388
2017-03-31,115.82338700000001
2017-04-03,115.53698
2017-04-04,115.59426100000002
2017-04-05,115.126457
2017-04-06,115.48925
2017-04-07,115.403328
2017-04-10,115.546539
2017-04-11,115.50833100000001
2017-04-12,114.916435
2017-04-13,114.133591
2017-04-17,115.126457
2017-04-18,114.87825
2017-04-19,114.782784
2017-04-20,115.727921
2017-04-21,115.355598
2017-04-24,116.57759899999999
2017-04-25,117.303169
2017-04-26,117.331818
2017-04-27,117.44636499999999
2017-04-28,117.054947
2017-05-01,117.360451
2017-05-02,117.360451
2017-05-03,117.074036
2017-05-04,117.159966
2017-05-05,117.742325
2017-05-08,117.56094399999999
2017-05-09,117.52273600000001
2017-05-10,117.78051
2017-05-11,117.436829
2017-05-12,117.20770300000001
2017-05-15,117.837791
2017-05-16,117.77096599999999
2017-05-17,115.65155800000001
2017-05-18,115.99523899999998
2017-05-19,116.82582099999999
2017-05-22,117.44636499999999
2017-05-23,117.646851
2017-05-24,117.99054
2017-05-25,118.48699199999999
2017-05-26,118.467896
2017-05-30,118.27694699999999
2017-05-31,118.238777
2017-06-01,119.33665500000001
2017-06-02,119.72808799999999
2017-06-05,119.575333
2017-06-06,119.26983600000001
2017-06-07,119.40349599999999
2017-06-08,119.613525
2017-06-09,119.518051
2017-06-12,119.49895500000001
2017-06-13,120.090874
2017-06-14,119.91902900000001
2017-06-15,119.651711
2017-06-16,119.575333
2017-06-19,120.54911799999999
2017-06-20,119.72808799999999
2017-06-21,119.589027
2017-06-22,119.636971
2017-06-23,119.934303
2017-06-26,120.02061499999999
2017-06-27,119.03276100000001
2017-06-28,120.154877
2017-06-29,119.19578600000001
2017-06-30,119.358833
2017-07-03,119.64656799999999
2017-07-05,119.78083799999999
2017-07-06,118.60116599999999
2017-07-07,119.425964
2017-07-10,119.512299
2017-07-11,119.483521
2017-07-12,120.33712
2017-07-13,120.52892299999999
2017-07-14,121.066025
2017-07-17,121.066025
2017-07-18,121.14275400000001
2017-07-19,121.84288000000001
2017-07-20,121.91961699999999
2017-07-21,121.756569
2017-07-24,121.766159
2017-07-25,122.16898300000001
2017-07-26,122.08265700000001
2017-07-27,121.87164299999999
2017-07-28,121.67024199999999
2017-07-31,121.60311899999999
2017-08-01,121.852478
2017-08-02,121.737366
2017-08-03,121.459236
2017-08-04,121.718208
2017-08-07,121.958
2017-08-08,121.622307
2017-08-09,121.488022
2017-08-10,119.704109
2017-08-11,119.92469799999999
2017-08-14,121.152336
2017-08-15,121.03723899999999
2017-08-16,121.257851
2017-08-17,119.330063
2017-08-18,119.128647
2017-08-21,119.301308
2017-08-22,120.50016000000001
2017-08-23,120.135704
2017-08-24,119.943878
2017-08-25,120.231613
2017-08-28,120.279572
2017-08-29,120.32753000000001
2017-08-30,120.96053300000001
2017-08-31,121.785339
2017-09-01,122.063469
2017-09-05,121.123573
2017-09-06,121.459236
2017-09-07,121.401703
2017-09-08,121.31539199999999
2017-09-11,122.619736
2017-09-12,123.089699
2017-09-13,123.147247
2017-09-14,123.10888700000001
2017-09-15,123.33906599999999
2017-09-18,123.63638300000001
2017-09-19,123.693932
2017-09-20,123.895348
2017-09-21,123.55006399999999
2017-09-22,123.64926899999999
2017-09-25,123.446999
2017-09-26,123.47588300000001
2017-09-27,124.150154
2017-09-28,124.35243200000001
2017-09-29,124.75700400000001
2017-10-02,125.41196399999998
2017-10-03,125.66243
2017-10-04,125.787628
2017-10-05,126.45225500000001
2017-10-06,126.36556999999999
2017-10-09,126.115128
2017-10-10,126.413742
2017-10-11,126.587128
2017-10-12,126.433006
2017-10-13,126.529312
2017-10-16,126.616005
2017-10-17,126.673798
2017-10-18,126.83756299999999
2017-10-19,126.86646999999999
2017-10-20,127.550331
2017-10-23,127.010925
2017-10-24,127.232468
2017-10-25,126.56784099999999
2017-10-26,126.73159
2017-10-27,127.762222
2017-10-30,127.20358999999999
2017-10-31,127.46363799999999
2017-11-01,127.56961100000001
2017-11-02,127.598495
2017-11-03,127.93564599999999
2017-11-06,128.176453
2017-11-07,127.95488700000001
2017-11-08,128.16679399999998
2017-11-09,127.64670600000001
2017-11-10,127.66590900000001
2017-11-13,127.73336
2017-11-14,127.50216699999999
2017-11-15,126.84719799999999
2017-11-16,128.003052
2017-11-17,127.762222
2017-11-20,128.089737
2017-11-21,128.975906
2017-11-22,128.879593
2017-11-24,129.178177
2017-11-27,129.043335
2017-11-28,130.324448
2017-11-29,130.324448
2017-11-30,131.326187
2017-12-01,131.066132
2017-12-04,130.89271499999998
2017-12-05,130.33406100000002
2017-12-06,130.25701899999999
2017-12-07,130.777145
2017-12-08,131.461029
2017-12-11,131.769302
2017-12-12,131.91374199999998
2017-12-13,131.933029
2017-12-14,131.316574
2017-12-15,132.49168400000002
2017-12-18,133.406754
2017-12-19,132.86733999999998
2017-12-20,132.857697
2017-12-21,133.160675
2017-12-22,133.11228899999998
2017-12-26,133.005814
2017-12-27,133.054199
2017-12-28,133.344604
2017-12-29,132.85093700000002
2018-01-02,133.789841
2018-01-03,134.564194
2018-01-04,135.077225
2018-01-05,135.870926
2018-01-08,136.180679
2018-01-09,136.432358
2018-01-10,136.219391
2018-01-11,137.37124599999999
2018-01-12,138.17468300000002
2018-01-16,137.56483500000002
2018-01-17,138.832855
2018-01-18,138.590881
2018-01-19,139.307144
2018-01-22,140.410629
2018-01-23,140.759094
2018-01-24,140.62356599999998
2018-01-25,140.681656
2018-01-26,142.152939
2018-01-29,141.223679
2018-01-30,139.75241100000002
2018-01-31,139.800797
2018-02-01,139.742722
2018-02-02,136.77113300000002
2018-02-05,131.389359
2018-02-06,133.538193
2018-02-07,132.947723
2018-02-08,128.166061
2018-02-09,129.92773400000002
2018-02-12,131.660339
2018-02-13,132.076584
2018-02-14,133.925354
2018-02-15,135.561188
2018-02-16,135.619263
2018-02-20,134.806183
2018-02-21,134.177032
2018-02-22,134.26413
2018-02-23,136.34523000000002
2018-02-26,137.777802
2018-02-27,136.045166
2018-02-28,134.544846
2018-03-01,132.947723
2018-03-02,133.809204
2018-03-05,135.319229
2018-03-06,135.81286599999999
2018-03-07,135.929001
2018-03-08,136.442017
2018-03-09,138.707031
2018-03-12,138.62960800000002
2018-03-13,137.76814299999998
2018-03-14,137.071198
2018-03-15,136.887283
2018-03-16,137.119598
2018-03-19,135.357925
2018-03-20,135.561188
2018-03-21,135.44503799999998
2018-03-22,132.12704499999998
2018-03-23,129.357178
2018-03-26,132.76847800000002
2018-03-27,130.41655
2018-03-28,130.115265
2018-03-29,131.903519
2018-04-02,128.900406
2018-04-03,130.504013
2018-04-04,131.971527
2018-04-05,132.894821
2018-04-06,130.10553000000002
2018-04-09,130.542892
2018-04-10,132.661591
2018-04-11,132.04928600000002
2018-04-12,133.118378
2018-04-13,132.739319
2018-04-16,133.847275
2018-04-17,135.256485
2018-04-18,135.441147
2018-04-19,134.70253
2018-04-20,133.633453
2018-04-23,133.584854
2018-04-24,131.981247
2018-04-25,132.12704499999998
2018-04-26,133.380798
2018-04-27,133.468231
2018-04-30,132.496368
2018-05-01,132.700424
2018-05-02,131.932678
2018-05-03,131.573074
2018-05-04,133.273849
2018-05-07,133.856979
2018-05-08,133.905563
2018-05-09,135.16902199999998
2018-05-10,136.345001
2018-05-11,136.617126
2018-05-14,136.68516499999998
2018-05-15,135.859055
2018-05-16,136.519928
2018-05-17,136.558807
2018-05-18,136.25753799999998
2018-05-21,137.278
2018-05-22,136.772629
2018-05-23,137.132233
2018-05-24,136.908691
2018-05-25,136.646286
2018-05-29,135.29538
2018-05-30,137.044754
2018-05-31,136.102005
2018-06-01,137.520966
2018-06-04,138.16243
2018-06-05,138.366516
2018-06-06,139.591095
2018-06-07,139.386978
2018-06-08,139.863205
2018-06-11,140.067307
2018-06-12,140.358871
2018-06-13,139.834045
2018-06-14,140.23251299999998
2018-06-15,140.096451
2018-06-18,139.940948
2018-06-19,139.47444199999998
2018-06-20,139.795166
2018-06-21,138.833038
2018-06-22,139.031128
2018-06-25,137.079147
2018-06-26,137.39146399999998
2018-06-27,136.1129
2018-06-28,136.962021
2018-06-29,137.059616
2018-07-02,137.39146399999998
2018-07-03,137.040115
2018-07-05,138.201553
2018-07-06,139.362976
2018-07-09,140.63176
2018-07-10,140.992905
2018-07-11,139.987625
2018-07-12,141.139297
2018-07-13,141.227158
2018-07-16,141.00263999999999
2018-07-17,141.646835
2018-07-18,141.959122
2018-07-19,141.617554
2018-07-20,141.363785
2018-07-23,141.588257
2018-07-24,141.900574
2018-07-25,143.110825
2018-07-26,142.876556
2018-07-27,141.73465
2018-07-30,140.80746499999998
2018-07-31,141.607773
2018-08-01,141.441849
2018-08-02,142.281219
2018-08-03,142.75946000000002
2018-08-06,143.403625
2018-08-07,143.872116
2018-08-08,143.735474
2018-08-09,143.637848
2018-08-10,142.739944
2018-08-13,142.19339
2018-08-14,143.130341
2018-08-15,141.998184
2018-08-16,143.110825
2018-08-17,143.637848
2018-08-20,143.911148
2018-08-21,144.44795200000002
2018-08-22,144.496735
2018-08-23,144.213699
2018-08-24,145.111618
2018-08-27,146.15593
2018-08-28,146.243774
2018-08-29,147.014816
2018-08-30,146.409683
2018-08-31,146.468277
2018-09-04,146.263306
2018-09-05,145.785065
2018-09-06,145.345856
2018-09-07,145.014023
2018-09-10,145.326324
2018-09-11,145.814331
2018-09-12,145.824097
2018-09-13,146.55609099999998
2018-09-14,146.673233
2018-09-17,145.746033
2018-09-18,146.52681
2018-09-19,146.546326
2018-09-20,147.678497
2018-09-21,147.532104
2018-09-24,146.9953
2018-09-25,146.917206
2018-09-26,146.351135
2018-09-27,146.692749
2018-09-28,146.755493
2018-10-01,146.981064
2018-10-02,146.76532
2018-10-03,146.96144099999998
2018-10-04,145.716003
2018-10-05,144.774567
2018-10-08,144.666718
2018-10-09,144.411713
2018-10-10,139.81243899999998
2018-10-11,136.83123799999998
2018-10-12,138.635651
2018-10-15,138.017853
2018-10-16,141.057861
2018-10-17,141.018646
2018-10-18,138.978882
2018-10-19,138.616043
2018-10-22,138.06686399999998
2018-10-23,137.25291399999998
2018-10-24,132.987061
2018-10-25,135.487732
2018-10-26,133.143951
2018-10-29,132.40846299999998
2018-10-30,134.477646
2018-10-31,135.880005
2018-11-01,137.419632
2018-11-02,136.860657
2018-11-05,137.527512
2018-11-06,138.312027
2018-11-07,141.136337
2018-11-08,140.86174
2018-11-09,139.420181
2018-11-12,136.74298100000001
2018-11-13,136.54686
2018-11-14,135.54658500000002
2018-11-15,137.076401
2018-11-16,137.370605
2018-11-19,134.987595
2018-11-20,132.584991
2018-11-21,133.232208
2018-11-23,132.51634199999998
2018-11-26,134.575699
2018-11-27,134.742432
2018-11-28,137.88055400000002
2018-11-29,137.625565
2018-11-30,138.616043
2018-12-03,140.23413100000002
2018-12-04,135.654449
2018-12-06,135.487732
2018-12-07,132.29078700000002
2018-12-10,132.437897
2018-12-11,132.40846299999998
2018-12-12,133.163574
2018-12-13,132.839966
2018-12-14,130.54521200000002
2018-12-17,127.760147
2018-12-18,127.720932
2018-12-19,125.759621
2018-12-20,123.72963700000001
2018-12-21,121.101479
2018-12-24,118.07415800000001
2018-12-26,123.755928
2018-12-27,124.870575
2018-12-28,124.71276100000001
2018-12-31,125.896446
2019-01-02,125.995094
2019-01-03,123.075294
2019-01-04,127.149185
2019-01-07,128.431534
2019-01-08,129.753342
2019-01-09,130.36492900000002
2019-01-10,131.006104
2019-01-11,131.035675
2019-01-14,130.207092
2019-01-15,131.627533
2019-01-16,132.00238000000002
2019-01-17,133.06768799999998
2019-01-18,134.79393000000002
2019-01-22,132.949326
2019-01-23,133.087433
2019-01-24,133.363632
2019-01-25,134.61639399999999
2019-01-28,133.629974
2019-01-29,133.442551
2019-01-30,135.454849
2019-01-31,136.64840700000002
2019-02-01,136.845688
2019-02-04,137.822235
2019-02-05,138.394363
2019-02-06,138.256271
2019-02-07,136.944321
2019-02-08,137.082428
2019-02-11,137.3685
2019-02-12,139.084854
2019-02-13,139.51889
2019-02-14,139.272278
2019-02-15,140.801208
2019-02-19,141.077423
2019-02-20,141.373352
2019-02-21,140.89001499999998
2019-02-22,141.81723
2019-02-25,142.024384
2019-02-26,141.758041
2019-02-27,141.80737299999998
2019-02-28,141.51144399999998
2019-03-01,142.45838899999998
2019-03-04,141.797501
2019-03-05,141.531158
2019-03-06,140.45597800000002
2019-03-07,139.361053
2019-03-08,139.074997
2019-03-11,141.11686699999998
2019-03-12,141.590347
2019-03-13,142.497864
2019-03-14,142.379486
2019-03-15,143.04039
2019-03-18,143.57304399999998
2019-03-19,143.54345700000002
2019-03-20,142.951599
2019-03-21,144.628525
2019-03-22,141.610077
2019-03-25,141.512878
